../Output/XML/bulletin_1998_1_Schweiz_de.xml	11
../Output/XML/bulletin_1998_2_Innovation_Schweiz_de.xml	9
../Output/XML/bulletin_1998_3_Fussball_de.xml	27
../Output/XML/bulletin_1998_5_Kleider_de.xml	25
../Output/XML/bulletin_1998_5_Kleider_fr.xml	22
../Output/XML/bulletin_1998_6_Wohnen_de.xml	22
../Output/XML/bulletin_1998_6_Wohnen_fr.xml	29
../Output/XML/bulletin_1999_2_Grenzen_de.xml	35
../Output/XML/bulletin_1999_2_Grenzen_fr.xml	35
../Output/XML/bulletin_1999_3_Kontakt_de.xml	23
../Output/XML/bulletin_1999_3_Kontakt_fr.xml	23
../Output/XML/bulletin_1999_4_Zeit_de.xml	25
../Output/XML/bulletin_1999_4_Zeit_fr.xml	29
../Output/XML/bulletin_1999_5_Konkurrenz_de.xml	33
../Output/XML/bulletin_1999_5_Konkurrenz_fr.xml	32
../Output/XML/bulletin_1999_6_Glueck_de.xml	18
../Output/XML/bulletin_1999_6_Glueck_fr.xml	20
../Output/XML/bulletin_2000_1_Risiko_de.xml	20
../Output/XML/bulletin_2000_1_Risiko_fr.xml	22
../Output/XML/bulletin_2000_2_Querdenker_de.xml	30
../Output/XML/bulletin_2000_2_Querdenker_fr.xml	30
../Output/XML/bulletin_2000_3_Frauenpower_de.xml	26
../Output/XML/bulletin_2000_3_Frauenpower_fr.xml	28
../Output/XML/bulletin_2000_4_Vertrauen_de.xml	25
../Output/XML/bulletin_2000_4_Vertrauen_fr.xml	25
../Output/XML/bulletin_2000_5_Humankapital_de.xml	26
../Output/XML/bulletin_2000_5_Humankapital_fr.xml	29
../Output/XML/bulletin_2000_6_Alte_de.xml	30
../Output/XML/bulletin_2000_6_Alte_fr.xml	30
../Output/XML/bulletin_2001_1_Amerika_de.xml	30
../Output/XML/bulletin_2001_1_Amerika_fr.xml	29
../Output/XML/bulletin_2001_2_Tempo_de.xml	38
../Output/XML/bulletin_2001_2_Tempo_fr.xml	29
../Output/XML/bulletin_2001_2_Tempo_it.xml	31
../Output/XML/bulletin_2001_3_Tradition_de.xml	28
../Output/XML/bulletin_2001_3_Tradition_fr.xml	22
../Output/XML/bulletin_2001_3_Tradition_it.xml	28
../Output/XML/bulletin_2001_4_Wandel_de.xml	26
../Output/XML/bulletin_2001_4_Wandel_fr.xml	28
../Output/XML/bulletin_2001_4_Wandel_it.xml	28
../Output/XML/bulletin_2001_5_Inseln_de.xml	21
../Output/XML/bulletin_2001_5_Inseln_fr.xml	21
../Output/XML/bulletin_2001_5_Inseln_it.xml	21
../Output/XML/bulletin_2001_6_Reichtum_de.xml	23
../Output/XML/bulletin_2001_6_Reichtum_fr.xml	24
../Output/XML/bulletin_2001_6_Reichtum_it.xml	23
../Output/XML/bulletin_2002_1_Bruecken_de.xml	25
../Output/XML/bulletin_2002_1_Bruecken_fr.xml	24
../Output/XML/bulletin_2002_1_Bruecken_it.xml	24
../Output/XML/bulletin_2002_2_Ordnung_de.xml	29
../Output/XML/bulletin_2002_2_Ordnung_fr.xml	28
../Output/XML/bulletin_2002_2_Ordnung_it.xml	29
../Output/XML/bulletin_2002_3_Klima_de.xml	35
../Output/XML/bulletin_2002_4_Jugend_de.xml	35
../Output/XML/bulletin_2002_4_Jugend_fr.xml	36
../Output/XML/bulletin_2002_4_Jugend_it.xml	35
../Output/XML/bulletin_2002_5_Schoenheit_de.xml	27
../Output/XML/bulletin_2002_5_Schoenheit_fr.xml	28
../Output/XML/bulletin_2002_5_Schoenheit_it.xml	27
../Output/XML/bulletin_2002_6_Perspektiven_de.xml	36
../Output/XML/bulletin_2002_6_Perspektiven_fr.xml	35
../Output/XML/bulletin_2002_6_Perspektiven_it.xml	35
